Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,25ff5620ead49e0c104eeb9670d0389b,603833525275b91ecd82af98,2024-07-18T10:33:56.806Z,2024-07-18 12:33:56+02,952912,group_1,1,1112937,59.88023952095874,session_1,1,739eb9e4d80cc0a83d80f892732d7731,2024-07-18T09:46:08.141Z,2024-07-18 11:46:05+02,"",21,21,4.267950963222418,4.306554996926581
