Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,b001a57aebb6bb34444515ce692e8c40,6105ae37c81d923938b14a7f,2024-07-19T15:29:23.648Z,2024-07-19 18:29:23+03,953846,group_1,1,1113977,109.89010989011099,session_1,1,953581b49a82af4a0e37c8e185ce0478,2024-07-19T15:11:26.019Z,2024-07-19 18:11:23+03,"",123,123,3.1933962264150892,3.349930127909018
