binary_mean,binary_sd,binary_n,judged_mean,judged_sd,judged_median,judged_n,cosine_mean,cosine_sd,cosine_median,cosine_n
0.04838887055977125,0.2145904840471201,27279,0.28996664100590197,0.7697913851536453,0,27279,0.587696556403816,0.1215053025385565,0.5432362593710423,25863
