category,subcategory,n_stimuli,n_responses,binary_mean,binary_sd,binary_prop_correct,judged_mean,judged_sd,judged_median,judged_prop_2plus,cosine_mean,cosine_sd,cosine_median
action,action,8,7662,0.13912816496998173,0.3461028064167942,0.13912816496998173,0.7256590968415557,1.1361634720692484,0,0.267554163403811,0.6523317311411883,0.16516263123427236,0.571263328194618
demonstrative,demonstrative,2,1699,0,0,0,0,0,0,0,0.5525158705458446,0.05844390161557954,0.5459279753267765
noun,animal,3,2766,0.04591467823571945,0.2093379176940276,0.04591467823571945,0.30874909616775126,0.777236787720087,0,0.10339840925524223,0.578637491291901,0.11550110505544896,0.5343009755015373
noun,inanimate,6,5378,0.017292673856452213,0.1303717673359898,0.017292673856452213,0.06507995537374489,0.40939815201079144,0,0.01878021569356638,0.589118997112861,0.0988980502210959,0.563659645617008
noun,people,3,2673,0.00823045267489712,0.09036463484665978,0.00823045267489712,0.07295173961840629,0.3968317693105427,0,0.02843247287691732,0.5490858626075145,0.08877158585523036,0.5267867408692837
property,adjective,6,5475,0.002191780821917808,0.04676939639932677,0.002191780821917808,0.1735159817351598,0.44318404382703813,0,0.022100456621004565,0.5476458297373645,0.06128003794370686,0.5313499048352242
property,quantifier,2,1626,0,0,0,6.150061500615006e-4,0.024799317532172144,0,0,0.525700885620387,0.03904768418654258,0.5146889174357057
