Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
false,"",5f8040a15e9c0003ae16dc31,"","",952865,group_1,1,1112897,64.10256410256261,session_1,1,fd4d0b0687722b26b89f3b525e168cb2,2024-07-18T08:44:42.195Z,2024-07-18 09:44:39+01,"",1,1,"",""
