Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,9ef9d567026de21d42c9e8d12fa38381,5ca65510a0b6540012283c32,2024-07-19T15:25:05.640Z,2024-07-19 17:25:05+02,953800,group_2,2,1113924,238.09523809524842,session_2,1,ff0496f5b5ecba62bcad0c595b766c16,2024-07-19T15:09:42.281Z,2024-07-19 17:09:38+02,"",66,17,1.9441340782122865,1.5880864786236546
