Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,64b70787856731b27944142a4e29bd10,5ee132000f0ccf1468b668a0,2024-07-19T15:30:05.811Z,2024-07-19 16:30:05+01,953809,group_1,1,1113934,59.88023952095874,session_1,1,368853c249bf19cb3b2261c1bb6bc832,2024-07-19T15:10:03.099Z,2024-07-19 16:09:58+01,"",102,102,18.067226890756302,115.41246681945545
