Completed,Crowdsourcing_Code,Crowdsourcing_SubjId,End_Time,End_Time_Local,Exp_Subject_Id,Group_Name,Group_Nr,Rec_Session_Id,Screen_Refresh_Rate,Session_Name,Session_Nr,Session_Token,Start_Time,Start_Time_Local,Subject_Code,Subject_Nr,Subject_Nr_Per_Group,TimeMeasure_Mean,TimeMeasure_Std
true,f60d374cfa042238a97872d4261d690b,5fd85707af5bd719a5e20419,2024-07-20T01:41:30.101Z,2024-07-20 03:41:30+02,954111,group_3,3,1114324,59.88023952095874,session_3,1,7a78c50c2fbcd18983951cd443b18ff7,2024-07-20T01:24:15.485Z,2024-07-20 03:24:13+02,"",120,31,1.867647058823536,4.3518231871140065
